"MonthlyRevenue","IncomeGroup","AgeHH1","fit.cluster"
32.15,9,58,2
17.18,6,48,2
57.2,7,42,2
28.04,9,32,2
50.15,2,48,2
45.67,8,50,2
84.1,7,52,1
17.36,7,62,2
30,6,56,2
31.18,6,38,2
30.52,6,36,2
23.11,3,40,2
31.25,4,46,2
54.55,6,54,2
78.79,6,50,1
39.02,4,46,2
18.52,6,48,2
54.4,6,46,2
63.34,7,58,1
52.95,4,40,2
47.23,6,36,2
17.14,7,76,2
36.25,6,64,2
32.96,5,54,2
22.28,3,32,2
45.93,8,54,2
22.35,6,56,2
75.93,1,28,1
63.48,9,36,1
18.41,9,52,2
33.22,3,50,2
45.14,9,52,2
35.29,5,48,2
17.61,4,46,2
79.89,6,24,1
82.42,9,58,1
62.28,9,60,1
16.99,9,48,2
20.03,7,58,2
27.59,9,44,2
96.2,5,42,1
30.34,5,26,2
50.69,9,34,2
18.47,8,60,2
24.02,7,38,2
30.27,9,44,2
30.88,9,72,2
62.79,5,44,1
50.28,6,28,2
86.67,2,52,1
17.84,8,60,2
29.01,5,36,2
17.14,5,80,2
54.57,0,58,2
16.99,7,38,2
43.8,6,76,2
79.78,9,52,1
30,7,46,2
16.99,8,40,2
50.29,9,38,2
25.5,6,52,2
35.76,6,50,2
89.83,7,36,1
118.33,3,40,1
26.98,7,28,2
25.99,5,64,2
261.27,4,38,3
16.99,6,70,2
16.99,7,74,2
17.22,5,52,2
30.51,7,54,2
17.87,7,38,2
17.14,5,34,2
17.36,5,50,2
87.9,5,56,1
52.05,7,46,2
40.51,9,52,2
17.14,9,46,2
17.14,9,56,2
17.27,7,94,2
86.97,6,40,1
17.7,9,52,2
10,6,42,2
34.99,3,40,2
16.99,9,38,2
87.14,2,36,1
17.77,6,60,2
25.11,8,30,2
73.35,3,32,1
24.78,7,28,2
23.5,6,42,2
19.24,7,48,2
25.07,6,28,2
16.99,2,76,2
18.74,5,32,2
16.99,7,70,2
20.88,6,56,2
18.51,6,58,2
16.99,1,68,2
20.45,7,54,2
30,6,36,2
38.49,7,42,2
30.92,3,38,2
65.52,7,40,1
30.24,9,62,2
39.76,9,34,2
133.51,3,24,1
117.67,9,38,1
17.14,8,40,2
52.74,7,48,2
20.17,7,38,2
10,7,44,2
32.48,9,46,2
21.95,7,32,2
34.43,8,36,2
101.5,5,24,1
5,7,34,2
46.58,1,44,2
33.24,5,42,2
75.97,4,58,1
17.14,6,50,2
5,6,36,2
53.07,6,56,2
16.99,5,30,2
59,7,70,2
43.99,7,30,2
38.67,6,62,2
40.72,7,34,2
32.78,9,42,2
46.49,3,40,2
36.87,7,36,2
68.91,6,38,1
117.49,6,42,1
115.85,9,30,1
17.18,9,52,2
5,5,32,2
37.24,6,22,2
59.56,6,40,2
81.24,6,36,1
17.14,6,44,2
30.27,4,56,2
30.46,5,40,2
58.62,1,40,2
76.83,9,42,1
33.82,7,26,2
30,5,36,2
127.27,5,48,1
24.99,4,58,2
31.56,7,26,2
32.82,6,48,2
111.33,6,62,1
104.03,7,42,1
89.09,6,30,1
25.02,9,58,2
32.01,6,40,2
30.43,6,42,2
17.24,9,28,2
50.69,8,30,2
30,7,52,2
29.99,7,38,2
10,9,46,2
50.7,9,64,2
35.4,5,64,2
33.67,4,42,2
74.52,7,34,1
60.36,5,36,2
23.45,0,32,2
75.24,7,54,1
20.41,7,54,2
63.96,6,48,1
37.91,4,36,2
80.57,1,38,1
50.64,8,42,2
61.97,3,36,1
39.99,1,30,2
30.26,5,44,2
84.24,5,34,1
47.98,4,58,2
85.73,3,26,1
232.24,9,52,3
217.32,9,44,3
62.91,9,44,1
53.56,8,46,2
33.25,4,50,2
36.29,9,38,2
40.09,4,36,2
41.88,5,54,2
37.08,6,50,2
76.83,7,46,1
41.7,3,88,2
49.99,3,38,2
42.52,5,46,2
22.54,6,50,2
34.66,6,52,2
86.86,9,74,1
33.51,5,70,2
92.44,4,32,1
63.48,8,38,1
60.8,1,66,2
90.44,3,40,1
17.14,6,36,2
80.01,4,52,1
30.02,7,48,2
92.99,5,50,1
97.95,4,44,1
54.43,5,44,2
45.38,7,30,2
40.54,6,46,2
141.36,6,30,1
73.36,3,36,1
30.26,4,44,2
11.38,9,38,2
34.99,7,64,2
59.58,8,42,2
45.82,8,56,2
60.89,4,50,2
70.66,7,52,1
29.99,9,36,2
22.95,6,52,2
25.29,4,80,2
42.19,6,32,2
40.72,3,50,2
61.12,6,32,1
96.19,9,44,1
169.91,8,32,3
52.71,6,30,2
162.44,9,44,3
62.8,6,28,1
30.95,5,52,2
48.12,9,50,2
85.78,5,52,1
50.57,5,36,2
16.29,9,78,2
111.61,5,50,1
33.83,6,64,2
10.11,7,34,2
65.25,5,46,1
24.59,7,44,2
5,6,50,2
47.59,2,42,2
38.42,9,46,2
18.46,9,46,2
31.01,6,42,2
38.98,6,42,2
33.7,4,52,2
16.99,7,52,2
44.62,1,54,2
46.1,5,40,2
69.89,6,48,1
35.27,1,34,2
35.01,5,48,2
31.96,7,48,2
53.85,6,46,2
5.29,6,46,2
29.99,8,30,2
50.44,7,28,2
43.62,2,24,2
28.49,9,66,2
29.99,6,56,2
78.37,4,54,1
38.76,6,38,2
30.26,5,38,2
57.13,3,40,2
6.04,4,42,2
38.6,6,40,2
29.99,6,38,2
36.28,9,68,2
30.15,3,66,2
152.32,6,28,3
50.58,6,66,2
56.53,8,56,2
108.51,5,26,1
36.13,6,54,2
31.55,6,34,2
72.79,4,44,1
27.68,3,46,2
19.39,1,46,2
35.21,3,38,2
49.99,7,54,2
21.27,6,42,2
34.48,5,38,2
30.27,6,26,2
10,6,46,2
94.99,6,34,1
74.38,6,36,1
69.73,9,44,1
36.6,6,28,2
31.15,8,64,2
32.37,5,58,2
51.22,4,56,2
30.26,1,44,2
56.2,9,50,2
80.1,1,44,1
50.49,5,34,2
25.46,7,42,2
119.03,9,52,1
116.94,4,46,1
54.41,0,30,2
28.05,3,42,2
55.37,5,34,2
43.15,6,54,2
33.16,6,42,2
28.5,6,50,2
62.69,3,30,1
17.36,6,50,2
113.67,5,36,1
49.37,7,34,2
10.62,7,60,2
18.44,8,30,2
18.28,4,30,2
95.24,9,40,1
58.07,4,44,2
79.78,4,40,1
50.45,6,36,2
55.18,6,66,2
69.97,7,44,1
95.35,6,46,1
63.24,3,42,1
89.78,9,32,1
115.31,4,26,1
54.37,7,40,2
66.2,9,72,1
17.4,1,66,2
85.02,5,24,1
24.99,7,58,2
88.44,1,40,1
51.77,6,46,2
32.86,7,28,2
48.22,4,58,2
30.27,5,48,2
31.27,4,62,2
40.07,4,64,2
72.29,4,48,1
37.49,7,46,2
59.11,6,24,2
17.44,7,60,2
17.05,4,50,2
54.95,9,50,2
83.74,4,46,1
24.45,7,34,2
17.14,5,66,2
45.84,4,46,2
38.7,5,52,2
200.79,2,54,3
88.98,6,60,1
17.23,2,42,2
13.39,1,58,2
89.53,9,58,1
56.99,6,30,2
45.72,5,40,2
31.02,0,24,2
57.72,6,24,2
131.68,9,48,1
59.99,9,56,2
179.84,1,80,3
14.13,6,50,2
60.53,7,26,1
91.69,6,48,1
53.24,4,86,2
71.23,6,36,1
60.41,2,32,1
30.88,4,26,2
47.99,6,24,2
75.2,9,54,1
11.37,6,54,2
73.64,6,44,1
125.31,4,28,1
61.52,4,28,1
17.48,6,40,2
30,6,58,2
66.09,7,40,1
16.99,1,58,2
30.27,8,42,2
38.66,6,32,2
35.05,7,50,2
30.73,3,30,2
60.17,6,40,2
79.78,9,38,1
84.65,6,38,1
60.98,9,62,2
32.49,9,56,2
151.16,6,54,3
97.87,6,32,1
51.28,6,48,2
48.91,7,34,2
118.65,4,30,1
36.45,5,56,2
11.94,7,42,2
86.62,7,44,1
90.46,9,32,1
62.56,5,26,1
49.99,6,34,2
36.6,3,52,2
77.95,6,34,1
97.43,9,48,1
91.99,6,26,1
27.03,9,40,2
200.7,6,28,3
37.39,7,30,2
60.25,6,34,2
52.14,5,58,2
72.11,5,48,1
88.78,6,34,1
35.58,5,28,2
60.74,9,46,2
16.99,4,58,2
51.79,4,44,2
52.66,9,20,2
42.47,9,36,2
47.5,9,40,2
51.24,4,50,2
45.1,6,52,2
67.98,6,26,1
54.28,8,46,2
68.42,4,48,1
40.88,5,40,2
44.08,1,32,2
80.42,6,38,1
32.58,7,44,2
49.67,9,42,2
39.89,7,42,2
64.24,3,62,1
41.97,9,46,2
50.74,6,42,2
35.52,6,48,2
36.12,7,52,2
50.45,5,44,2
87.14,9,54,1
58.89,6,50,2
104.92,4,30,1
29.99,2,26,2
34.99,9,40,2
88.17,4,36,1
151.69,7,32,3
110.77,3,26,1
17.89,7,44,2
60.53,8,38,2
41.91,1,44,2
36.27,6,30,2
35.8,8,30,2
55.74,9,46,2
47.7,7,52,2
33.25,4,46,2
317.69,1,26,3
37.46,8,68,2
92.22,6,26,1
33.29,9,50,2
93.5,0,44,1
67.81,7,56,1
41.6,4,38,2
200.85,6,54,3
79.98,6,48,1
13.25,9,42,2
86.54,2,46,1
30.48,9,60,2
64.28,4,44,1
32.55,8,26,2
33.81,4,26,2
22.05,6,60,2
87.33,6,32,1
41.77,6,30,2
35.4,6,52,2
157.6,9,50,3
106.08,9,36,1
48.88,7,24,2
30.27,9,44,2
31.25,9,56,2
65.94,7,44,1
36.16,3,24,2
39.94,5,42,2
23.56,9,56,2
61.27,1,32,1
51.44,5,28,2
38.42,5,46,2
89.35,8,30,1
94.99,8,44,1
20.41,9,48,2
36.68,9,54,2
32.74,6,56,2
158.47,1,24,3
159.81,4,46,3
31.56,7,28,2
84.99,6,36,1
72.33,7,44,1
29.99,3,56,2
50,5,52,2
51.08,2,40,2
39.17,7,44,2
41.81,6,44,2
54.1,6,26,2
57.19,9,68,2
51.43,9,54,2
37.58,9,50,2
17.14,4,78,2
51.2,2,44,2
35.37,9,42,2
37,9,32,2
79.19,6,40,1
32.99,9,56,2
31.75,4,36,2
38.87,6,38,2
33.18,8,28,2
36.85,3,42,2
60.98,1,72,2
29.99,8,28,2
50.25,6,46,2
50.24,9,22,2
23.23,4,44,2
119.53,1,38,1
54.48,1,28,2
46.53,8,50,2
53.86,9,50,2
35.49,5,48,2
86.44,4,40,1
146.38,7,40,3
38.73,5,54,2
84.47,6,34,1
60.19,2,28,1
11.48,9,38,2
53.16,6,38,2
32.72,8,32,2
43.99,5,44,2
41.49,6,42,2
30.14,8,50,2
71.62,9,62,1
29.99,3,72,2
35.47,6,62,2
59.31,4,48,2
41.72,9,42,2
50.94,6,70,2
26.69,5,52,2
38.18,6,48,2
36.16,4,36,2
56.88,7,30,2
68.44,7,30,1
258.2,5,28,3
25.21,4,24,2
171.23,1,50,3
59.99,6,76,2
82.78,6,34,1
30.96,6,52,2
30.24,9,40,2
35.98,9,48,2
50.95,6,52,2
31.2,6,42,2
46.14,4,28,2
34.99,3,26,2
35.8,6,42,2
95.15,4,56,1
69.91,3,38,1
20.06,9,52,2
52.7,8,44,2
51.98,8,40,2
55.31,3,46,2
32.73,6,42,2
62.28,7,34,1
70.89,5,36,1
14.27,7,36,2
107.79,3,52,1
75.79,4,26,1
50.65,9,32,2
17.64,7,48,2
30.29,6,56,2
50,7,72,2
62.25,9,56,1
68.05,6,42,1
53.19,7,30,2
30.82,5,42,2
44.14,4,28,2
80.25,9,56,1
36.83,6,24,2
77.47,3,36,1
40.64,3,20,2
31.41,8,30,2
34.99,1,50,2
88.24,3,46,1
18.2,7,34,2
49.99,7,58,2
28.64,7,30,2
41.54,8,44,2
30.66,9,38,2
29.95,7,38,2
17.39,3,30,2
22.33,6,50,2
10,9,46,2
95.84,9,38,1
60.53,6,36,2
49.52,6,28,2
55.52,6,52,2
38.55,3,38,2
50,6,34,2
33.69,7,30,2
93.58,6,54,1
35.74,6,32,2
20.24,3,34,2
29.99,2,54,2
111.38,2,54,1
163.45,7,50,3
57.02,9,50,2
101.59,8,52,1
47.49,5,42,2
68.51,3,38,1
81.35,9,48,1
43.15,6,30,2
54.65,7,46,2
77.47,1,28,1
95.67,6,54,1
56.68,7,54,2
68.2,4,36,1
30,9,62,2
28.68,8,48,2
274.93,6,54,3
76.86,9,36,1
26.26,6,42,2
61.43,7,24,1
51.94,6,44,2
34.54,6,48,2
10,9,52,2
28.98,1,46,2
36.25,4,62,2
73.05,8,38,1
78.14,4,34,1
61.37,7,50,2
128.47,9,40,1
46.5,6,48,2
42.87,6,54,2
49.87,9,54,2
33.31,4,28,2
52.61,9,44,2
56.34,9,66,2
34.98,4,38,2
39.32,9,52,2
53.22,6,58,2
42.24,7,50,2
52.83,7,50,2
25.41,5,28,2
34.99,6,26,2
50,6,50,2
51.02,9,50,2
21.02,9,38,2
49.99,8,50,2
36.72,4,46,2
32.06,9,48,2
22.24,1,66,2
37.95,6,32,2
308.18,5,54,3
59.94,6,52,2
211.65,7,58,3
42.43,6,54,2
38.28,2,64,2
33.66,9,42,2
52.95,4,50,2
50.51,7,50,2
61.13,3,70,2
118.98,8,30,1
50.24,4,28,2
16.99,6,58,2
62.39,1,54,1
9.75,3,56,2
39.17,5,42,2
76.24,5,26,1
30.24,9,52,2
147.52,6,36,3
71.55,8,26,1
30.34,6,34,2
72.11,9,38,1
108.93,9,42,1
62.24,0,34,1
19.99,7,52,2
49.99,9,42,2
31.32,4,50,2
19.53,8,42,2
52.4,4,48,2
69.33,3,68,1
43.05,2,62,2
48.56,4,44,2
63.68,5,40,1
120.96,6,24,1
312,9,58,3
41.83,5,38,2
54.59,6,26,2
45.55,9,44,2
68.97,7,40,1
47.5,6,30,2
16.99,3,40,2
34.99,1,44,2
98.22,3,34,1
13.04,9,48,2
113.7,4,30,1
47.87,0,40,2
76.24,1,32,1
35.99,6,32,2
56.01,7,36,2
17.18,5,56,2
26.95,6,58,2
53.11,5,48,2
88.54,4,42,1
58.48,6,34,2
45.17,7,28,2
5,2,54,2
10.49,6,48,2
41.73,8,30,2
39.23,3,60,2
31.75,8,42,2
80.64,6,42,1
86.3,6,44,1
38.34,7,54,2
55.4,1,26,2
42.45,3,56,2
21.98,6,46,2
35.24,9,42,2
33.98,5,56,2
40.99,9,74,2
17.14,4,80,2
27.27,4,76,2
41.92,7,56,2
36.77,0,30,2
61.74,5,40,1
10.68,6,62,2
29.99,7,40,2
87.17,9,38,1
119.8,9,54,1
50.35,9,34,2
145.34,7,46,3
51.42,1,44,2
46.22,3,64,2
36.98,6,56,2
16.78,6,36,2
20.02,9,66,2
53.29,8,44,2
46.48,6,56,2
34.44,6,36,2
50.45,5,56,2
53.54,4,30,2
24.99,6,44,2
132.41,9,44,1
30.16,7,30,2
60.98,6,74,2
260.24,6,34,3
53.22,5,46,2
54.8,9,38,2
34.41,1,42,2
36.45,3,46,2
137.06,7,66,1
74.43,8,52,1
79.42,3,50,1
34.48,9,68,2
56.81,4,28,2
16.14,7,62,2
51.51,9,62,2
50.69,3,48,2
122.64,6,28,1
53.24,4,46,2
56.65,9,44,2
55.01,7,32,2
53.25,7,60,2
127.58,8,26,1
55.23,4,62,2
42.49,9,42,2
34.99,0,24,2
92.28,7,40,1
138.02,3,46,1
30.26,5,38,2
32.49,5,44,2
56.74,1,28,2
35.8,7,38,2
50.59,7,80,2
32.23,9,56,2
17.84,7,54,2
114.54,5,42,1
30.27,9,36,2
30.26,9,44,2
93.41,7,32,1
44.09,3,46,2
36.47,9,40,2
17.62,9,72,2
32.49,7,60,2
54.99,9,48,2
487.39,9,56,3
61.17,9,60,2
66.49,4,30,1
24.52,6,52,2
74.99,6,42,1
24.73,6,56,2
17.14,4,64,2
29.99,7,48,2
47.65,9,42,2
99.84,6,52,1
66.89,2,22,1
51.1,7,62,2
128.57,8,64,1
74.08,7,56,1
30.26,9,62,2
40.34,4,30,2
61.98,6,34,1
50.25,6,26,2
16.43,6,64,2
37.16,8,40,2
78.04,4,32,1
17.52,6,56,2
30.95,6,68,2
33.83,9,42,2
89.89,9,60,1
51.73,9,34,2
38.53,6,28,2
49.89,7,54,2
33.24,6,34,2
88.38,2,30,1
82.42,9,40,1
127.77,9,62,1
21.02,9,42,2
35.3,4,60,2
33.24,9,38,2
102.45,5,42,1
32.49,9,40,2
27.49,8,46,2
83.06,4,78,1
5,2,62,2
201.6,9,40,3
39.99,6,44,2
21.68,3,42,2
82.67,4,28,1
137.36,6,42,1
85.48,7,66,1
56.77,5,52,2
35.55,4,44,2
38.26,4,40,2
30.52,6,34,2
30.1,7,38,2
139.94,9,40,1
52.31,9,54,2
50,9,54,2
88.08,7,52,1
221.26,9,56,3
30.52,5,64,2
41.49,7,38,2
89.28,2,52,1
35.09,7,42,2
6,5,44,2
42.45,9,64,2
94.2,3,30,1
38.71,3,38,2
10,7,26,2
58.09,6,52,2
73.13,5,32,1
64.26,7,54,1
70.22,8,38,1
17.24,9,38,2
45.35,6,38,2
100.07,4,46,1
19.35,5,52,2
61.69,4,42,1
98.13,8,46,1
101.4,6,58,1
67.94,9,52,1
38.24,7,62,2
30.46,4,54,2
20.62,6,52,2
92.68,9,42,1
55.39,4,46,2
35.48,6,58,2
76.08,7,58,1
44.05,0,40,2
81.2,6,62,1
188.45,7,34,3
78.25,2,54,1
75.8,3,36,1
16.31,7,46,2
50.34,8,30,2
33.95,1,24,2
35.49,6,56,2
33.64,5,40,2
51.05,9,42,2
30,6,60,2
38.83,2,30,2
30,5,34,2
30,4,72,2
117.24,9,32,1
20.24,3,48,2
51.24,5,30,2
50.24,3,60,2
89.74,9,74,1
74.6,9,40,1
5,3,56,2
51.24,9,46,2
101.39,6,52,1
33.27,9,58,2
36.38,2,42,2
32.78,9,34,2
29.99,1,26,2
101.69,7,54,1
51.21,0,28,2
34.08,5,56,2
51.13,9,40,2
71.11,6,52,1
19.04,7,46,2
60.09,5,48,2
36.44,4,44,2
76.66,4,42,1
38.71,6,64,2
70.75,5,70,1
115.14,1,50,1
32.74,9,70,2
33.39,7,52,2
26.23,8,32,2
53.01,5,36,2
57.95,9,58,2
41.94,5,28,2
30.26,6,48,2
75.74,7,42,1
50,9,52,2
182.87,9,46,3
48.38,6,26,2
56.63,1,50,2
186.08,7,30,3
35.24,6,36,2
12.5,3,38,2
68.58,9,48,1
75.25,9,58,1
34.41,4,44,2
50.24,5,38,2
35.82,7,42,2
38.55,1,48,2
39.59,6,26,2
37.05,5,40,2
33.09,9,38,2
44.87,5,36,2
35.3,5,54,2
47.84,6,80,2
17.26,6,42,2
65.5,5,34,1
32.5,6,40,2
96.95,6,60,1
35.24,8,38,2
48.35,7,26,2
50.24,4,54,2
112.25,9,26,1
30.71,6,52,2
42.28,7,46,2
28.15,6,38,2
30,7,50,2
31.9,4,36,2
36.66,8,42,2
47.28,5,38,2
36.44,4,48,2
66.13,7,58,1
24.99,7,46,2
30.26,6,56,2
61.48,3,52,2
49.92,9,48,2
54.17,6,44,2
63.72,5,28,1
99.98,1,48,1
30.27,6,62,2
32.74,8,26,2
71.39,4,34,1
50.32,7,26,2
35.6,9,42,2
17.49,5,36,2
85,9,30,1
38.16,8,52,2
57.48,9,64,2
42.89,3,24,2
79.96,7,64,1
154.29,6,36,3
42.92,5,32,2
30.52,9,40,2
41.59,0,60,2
167.2,4,38,3
30.24,6,62,2
30.63,3,74,2
22.16,9,44,2
38.02,5,50,2
54.38,1,46,2
25.99,7,40,2
32.1,7,66,2
56.03,8,46,2
275.14,5,64,3
41.21,7,26,2
17.4,6,38,2
5,8,58,2
63.45,6,56,1
10.25,6,52,2
71.63,4,50,1
30.28,9,32,2
96.73,7,56,1
39.99,7,50,2
86.23,6,36,1
25.75,3,70,2
46.77,6,26,2
32.78,9,62,2
36.33,6,32,2
31.65,9,50,2
7.75,6,36,2
106.82,5,26,1
84.69,5,54,1
31.23,6,48,2
60.78,6,32,1
51.7,1,36,2
25.18,7,46,2
142.37,9,34,1
63.59,6,36,1
64.17,9,52,1
61.74,5,48,1
165.38,6,54,3
32.69,2,52,2
54.99,9,40,2
30.96,6,48,2
163.81,6,32,3
16.76,6,32,2
58.93,9,40,2
78.78,6,46,1
30,5,34,2
45.94,5,40,2
105.6,9,34,1
91.39,1,26,1
67.04,7,50,1
30,5,52,2
60.63,7,40,2
14.2,9,42,2
126.54,6,32,1
47.42,6,28,2
55.19,6,56,2
30.26,6,56,2
60.82,6,58,2
57.13,1,26,2
30,5,56,2
38.24,1,44,2
37.34,8,32,2
39.42,8,60,2
44.94,6,38,2
35.39,3,34,2
65.14,7,32,1
32.49,9,38,2
72.51,3,42,1
30.89,6,56,2
65.04,7,38,1
39.95,9,30,2
18.86,4,32,2
41.85,9,52,2
44.11,5,46,2
15,9,42,2
56.06,7,44,2
47.99,7,28,2
28.18,6,36,2
14.75,6,38,2
50.14,4,52,2
45.39,6,48,2
50.16,6,36,2
79.58,3,30,1
29.99,3,46,2
29.99,9,52,2
32.49,7,72,2
30.27,8,54,2
30.27,6,56,2
36.06,6,28,2
53.94,6,30,2
16.99,5,48,2
30.52,5,46,2
18.56,9,44,2
53.22,7,34,2
55.29,9,64,2
29.73,6,46,2
16.99,1,28,2
33.52,3,38,2
45.95,5,54,2
40.92,3,38,2
72.23,9,52,1
33.08,1,62,2
57.14,7,50,2
66.33,9,54,1
65.01,3,24,1
13.23,5,60,2
39.83,9,40,2
37.8,8,40,2
57.02,2,42,2
19.99,7,38,2
94.5,0,26,1
96.41,6,34,1
30.77,7,30,2
53.93,7,36,2
50.98,0,36,2
53.7,5,52,2
43.6,7,74,2
131.78,8,54,1
33.17,5,32,2
14.75,9,48,2
50.24,8,48,2
49.99,1,46,2
53.77,6,42,2
86.72,0,56,1
32.39,1,40,2
61.91,4,32,1
50.87,4,58,2
69.9,6,62,1
31.34,7,42,2
60.52,6,26,1
36.24,6,54,2
31.25,1,28,2
75.67,5,44,1
50.48,9,58,2
34.94,9,32,2
44.39,7,38,2
32.79,8,36,2
28.5,4,78,2
87.84,9,46,1
52.27,9,52,2
24.99,6,40,2
40.2,0,20,2
80.58,8,32,1
63.12,6,38,1
33.62,6,44,2
13.88,9,58,2
43.46,6,30,2
25.11,7,44,2
78.71,9,38,1
25.04,6,46,2
49.21,6,50,2
59.38,9,44,2
33.95,9,28,2
84.89,9,44,1
47.16,6,60,2
31.49,5,34,2
42.01,7,50,2
42.43,8,32,2
23.46,6,40,2
30.87,9,50,2
42.15,8,44,2
32.49,9,52,2
36.83,7,30,2
75.25,4,30,1
58.82,7,28,2
148.09,8,46,3
56.29,6,34,2
30.02,6,64,2
32.78,6,44,2
30.87,6,42,2
51.02,6,46,2
77.44,1,28,1
53.95,6,28,2
76.47,3,24,1
30,2,22,2
28.29,6,42,2
30,3,66,2
72.1,6,76,1
63.59,6,52,1
184.62,5,60,3
63.34,7,26,1
21.17,5,28,2
100.49,6,42,1
34.12,8,60,2
37.4,9,48,2
37.54,4,44,2
35.55,8,46,2
31.12,9,60,2
59.3,9,42,2
19.11,6,36,2
32.78,6,32,2
50.44,7,48,2
50.48,5,42,2
44.29,9,32,2
33.64,9,42,2
104.92,5,28,1
30.57,3,62,2
17.25,3,78,2
63.99,3,36,1
72.53,7,44,1
64.7,2,44,1
56.38,7,52,2
18.27,8,46,2
42.9,7,58,2
200.9,1,32,3
96.73,7,54,1
10.63,6,54,2
48.59,5,40,2
5,6,66,2
34.74,9,44,2
89.07,3,40,1
167.86,9,22,3
35.8,7,50,2
134.16,5,54,1
38.04,4,52,2
55.33,9,40,2
50,5,60,2
70.98,9,40,1
30.37,6,36,2
58.46,6,44,2
42.25,5,64,2
158.59,6,32,3
102.05,9,32,1
32.49,9,38,2
46.68,9,50,2
30.27,4,42,2
102.07,9,56,1
68.46,1,36,1
58.15,6,26,2
39.42,7,50,2
47.99,9,58,2
58.06,7,52,2
36.33,6,42,2
85.09,6,58,1
50.66,5,32,2
33.42,6,58,2
56.21,9,54,2
38.56,6,28,2
50.37,5,30,2
73.32,7,76,1
62.36,7,32,1
85.09,9,52,1
35.37,6,42,2
30.5,4,36,2
56.16,9,42,2
95.67,0,36,1
34.99,4,42,2
49.8,4,32,2
124.55,3,30,1
45.45,6,32,2
76.81,6,42,1
40.08,5,30,2
30.71,4,34,2
50.34,5,24,2
53.07,0,64,2
38.54,7,28,2
30.1,7,60,2
30.25,7,34,2
55.05,6,42,2
80.24,6,52,1
110.03,3,36,1
33.31,9,32,2
35.61,8,34,2
72.25,6,34,1
84.67,6,48,1
91.51,8,36,1
41.41,5,30,2
529.12,1,42,3
215.5,6,54,3
50.48,4,40,2
15.57,7,40,2
43.87,8,28,2
164.95,2,24,3
50.58,5,48,2
51.48,7,46,2
57.17,7,32,2
56.01,9,42,2
22.59,5,36,2
103.26,4,22,1
35.78,4,54,2
34,5,36,2
53.35,7,36,2
44.47,6,40,2
32.49,7,32,2
32.59,7,66,2
108.85,6,40,1
33.93,3,46,2
32.16,6,30,2
54.38,9,50,2
35.74,6,60,2
71.98,2,32,1
61.8,6,44,1
29.99,9,86,2
35.52,2,54,2
102.95,7,36,1
52.56,6,64,2
58.74,5,68,2
149.33,6,40,3
34.43,9,48,2
56.43,5,36,2
45,3,32,2
32.36,3,46,2
35.58,9,50,2
23.39,7,48,2
49.99,7,28,2
52.85,8,42,2
34.99,7,34,2
34.41,4,34,2
57.27,6,56,2
44.48,7,52,2
51.35,4,38,2
42.94,5,46,2
46.58,3,74,2
72.59,5,42,1
30.47,6,54,2
44.07,4,36,2
84.99,9,46,1
43.07,7,28,2
15.1,4,40,2
32.99,5,48,2
33.41,6,38,2
33.7,6,38,2
64.67,6,40,1
38.59,5,30,2
58.03,3,34,2
87.26,7,44,1
91.75,1,30,1
50.7,7,50,2
30.27,6,36,2
32.31,6,48,2
82,9,54,1
87.12,9,34,1
127.39,9,40,1
36.78,8,48,2
31.17,7,60,2
20.55,7,28,2
29.99,4,58,2
32.37,4,44,2
45.98,3,34,2
33.29,6,58,2
31.15,9,46,2
46.53,6,32,2
56.65,7,50,2
64.88,7,30,1
34.99,7,46,2
65.5,7,38,1
50.28,6,30,2
39.12,9,58,2
128.19,9,32,1
5.04,5,48,2
45.24,7,48,2
33.05,6,32,2
32.49,9,54,2
89.8,7,40,1
32.23,8,48,2
17.14,6,56,2
54.97,2,24,2
38.6,9,22,2
36.69,6,58,2
61.99,4,28,1
50.43,6,22,2
14.6,6,50,2
65.49,6,24,1
50.64,5,58,2
31.54,6,46,2
32.49,3,50,2
100.98,9,42,1
91.7,8,40,1
72.48,7,42,1
62.48,9,56,1
20.17,6,46,2
103.64,6,54,1
25.71,4,38,2
17.73,9,62,2
35.74,1,42,2
47.49,7,38,2
35.61,7,34,2
31.07,5,30,2
30.26,7,52,2
35.32,6,42,2
84.99,7,48,1
162.55,6,54,3
41.89,5,34,2
75.48,8,42,1
35.3,7,64,2
35.26,8,46,2
51.29,1,22,2
30.24,7,42,2
32.04,9,50,2
5,5,54,2
32.55,4,24,2
272.91,9,34,3
75.52,8,48,1
176.89,7,42,3
42.22,9,36,2
31.75,7,42,2
49.99,9,34,2
90.09,9,40,1
53.52,6,20,2
28.04,4,30,2
52.2,7,34,2
39.82,4,30,2
50.6,6,52,2
42.23,6,48,2
155.32,1,42,3
28.86,4,36,2
33.62,6,40,2
68.39,6,40,1
61.68,7,58,2
64.28,7,28,1
80.71,9,50,1
70.39,4,38,1
23.04,7,48,2
16.99,9,26,2
45.74,6,28,2
45,9,48,2
30.87,9,54,2
35.84,4,36,2
80.78,7,28,1
30.04,5,64,2
30.15,6,46,2
59.98,3,34,2
79.27,6,48,1
41.38,6,44,2
30.25,7,32,2
71.53,7,48,1
36.57,6,30,2
60.06,6,42,2
74.99,1,54,1
75.01,9,40,1
11.15,8,42,2
123.3,4,36,1
10,8,48,2
128.88,9,38,1
31.11,6,60,2
38.66,9,50,2
38.31,9,50,2
33.25,3,40,2
35.44,3,40,2
