MonthlyRevenue,IncomeGroup,AgeHH1
91.69,6,48
53.24,4,86
71.23,6,36
60.41,2,32
30.88,4,26
47.99,6,24
75.2,9,54
11.37,6,54
73.64,6,44
125.31,4,28
61.52,4,28
17.48,6,40
30,6,58
66.09,7,40
16.99,1,58
30.27,8,42
38.66,6,32
35.05,7,50
30.73,3,30
60.17,6,40
79.78,9,38
84.65,6,38
60.98,9,62
32.49,9,56
151.16,6,54
97.87,6,32
51.28,6,48
48.91,7,34
118.65,4,30
36.45,5,56
11.94,7,42
86.62,7,44
90.46,9,32
62.56,5,26
49.99,6,34
36.6,3,52
77.95,6,34
97.43,9,48
91.99,6,26
27.03,9,40
200.7,6,28
37.39,7,30
60.25,6,34
52.14,5,58
72.11,5,48
88.78,6,34
35.58,5,28
60.74,9,46
16.99,4,58
51.79,4,44
52.66,9,20
42.47,9,36
47.5,9,40
51.24,4,50
45.1,6,52
67.98,6,26
54.28,8,46
68.42,4,48
40.88,5,40
44.08,1,32
80.42,6,38
32.58,7,44
49.67,9,42
39.89,7,42
64.24,3,62
41.97,9,46
50.74,6,42
35.52,6,48
36.12,7,52
50.45,5,44
87.14,9,54
58.89,6,50
104.92,4,30
29.99,2,26
34.99,9,40
88.17,4,36
151.69,7,32
110.77,3,26
17.89,7,44
60.53,8,38
41.91,1,44
36.27,6,30
35.8,8,30
55.74,9,46
47.7,7,52
33.25,4,46
317.69,1,26
37.46,8,68
92.22,6,26
33.29,9,50
93.5,0,44
67.81,7,56
41.6,4,38
200.85,6,54
79.98,6,48
13.25,9,42
86.54,2,46
30.48,9,60
64.28,4,44
32.55,8,26
33.81,4,26
22.05,6,60
87.33,6,32
41.77,6,30
35.4,6,52
157.6,9,50
106.08,9,36
48.88,7,24
30.27,9,44
31.25,9,56
65.94,7,44
36.16,3,24
39.94,5,42
23.56,9,56
61.27,1,32
51.44,5,28
38.42,5,46
89.35,8,30
94.99,8,44
20.41,9,48
36.68,9,54
32.74,6,56
158.47,1,24
159.81,4,46
31.56,7,28
84.99,6,36
72.33,7,44
29.99,3,56
50,5,52
51.08,2,40
39.17,7,44
41.81,6,44
54.1,6,26
57.19,9,68
51.43,9,54
37.58,9,50
17.14,4,78
51.2,2,44
35.37,9,42
37,9,32
79.19,6,40
32.99,9,56
31.75,4,36
38.87,6,38
33.18,8,28
36.85,3,42
60.98,1,72
29.99,8,28
50.25,6,46
50.24,9,22
23.23,4,44
119.53,1,38
54.48,1,28
46.53,8,50
53.86,9,50
35.49,5,48
86.44,4,40
146.38,7,40
38.73,5,54
84.47,6,34
60.19,2,28
11.48,9,38
53.16,6,38
32.72,8,32
43.99,5,44
41.49,6,42
30.14,8,50
71.62,9,62
29.99,3,72
35.47,6,62
59.31,4,48
41.72,9,42
50.94,6,70
26.69,5,52
38.18,6,48
36.16,4,36
56.88,7,30
68.44,7,30
258.2,5,28
25.21,4,24
171.23,1,50
59.99,6,76
82.78,6,34
30.96,6,52
30.24,9,40
35.98,9,48
50.95,6,52
31.2,6,42
46.14,4,28
34.99,3,26
35.8,6,42
95.15,4,56
69.91,3,38
20.06,9,52
52.7,8,44
51.98,8,40
55.31,3,46
32.73,6,42
62.28,7,34
70.89,5,36
14.27,7,36
107.79,3,52
75.79,4,26
50.65,9,32
17.64,7,48
30.29,6,56
50,7,72
62.25,9,56
68.05,6,42
53.19,7,30
30.82,5,42
44.14,4,28
80.25,9,56
36.83,6,24
77.47,3,36
40.64,3,20
31.41,8,30
34.99,1,50
88.24,3,46
18.2,7,34
49.99,7,58
28.64,7,30
41.54,8,44
30.66,9,38
29.95,7,38
17.39,3,30
22.33,6,50
10,9,46
95.84,9,38
60.53,6,36
49.52,6,28
55.52,6,52
38.55,3,38
50,6,34
33.69,7,30
93.58,6,54
35.74,6,32
20.24,3,34
29.99,2,54
111.38,2,54
163.45,7,50
57.02,9,50
101.59,8,52
47.49,5,42
68.51,3,38
81.35,9,48
43.15,6,30
54.65,7,46
77.47,1,28
95.67,6,54
56.68,7,54
68.2,4,36
30,9,62
28.68,8,48
274.93,6,54
76.86,9,36
26.26,6,42
61.43,7,24
51.94,6,44
34.54,6,48
10,9,52
28.98,1,46
36.25,4,62
73.05,8,38
78.14,4,34
61.37,7,50
128.47,9,40
46.5,6,48
42.87,6,54
49.87,9,54
33.31,4,28
52.61,9,44
56.34,9,66
34.98,4,38
39.32,9,52
53.22,6,58
42.24,7,50
52.83,7,50
25.41,5,28
34.99,6,26
50,6,50
51.02,9,50
21.02,9,38
49.99,8,50
36.72,4,46
32.06,9,48
22.24,1,66
37.95,6,32
308.18,5,54
59.94,6,52
211.65,7,58
42.43,6,54
38.28,2,64
33.66,9,42
52.95,4,50
50.51,7,50
61.13,3,70
118.98,8,30
50.24,4,28
16.99,6,58
62.39,1,54
9.75,3,56
39.17,5,42
76.24,5,26
30.24,9,52
147.52,6,36
71.55,8,26
30.34,6,34
72.11,9,38
108.93,9,42
62.24,0,34
19.99,7,52
49.99,9,42
31.32,4,50
19.53,8,42
52.4,4,48
69.33,3,68
43.05,2,62
48.56,4,44
63.68,5,40
120.96,6,24
312,9,58
41.83,5,38
54.59,6,26
45.55,9,44
68.97,7,40
47.5,6,30
16.99,3,40
34.99,1,44
98.22,3,34
13.04,9,48
113.7,4,30
47.87,0,40
76.24,1,32
35.99,6,32
56.01,7,36
17.18,5,56
26.95,6,58
53.11,5,48
88.54,4,42
58.48,6,34
45.17,7,28
5,2,54
10.49,6,48
41.73,8,30
39.23,3,60
31.75,8,42
80.64,6,42
86.3,6,44
38.34,7,54
55.4,1,26
42.45,3,56
21.98,6,46
35.24,9,42
33.98,5,56
40.99,9,74
17.14,4,80
27.27,4,76
41.92,7,56
36.77,0,30
61.74,5,40
10.68,6,62
29.99,7,40
87.17,9,38
119.8,9,54
50.35,9,34
145.34,7,46
51.42,1,44
46.22,3,64
36.98,6,56
16.78,6,36
20.02,9,66
53.29,8,44
46.48,6,56
34.44,6,36
50.45,5,56
53.54,4,30
24.99,6,44
132.41,9,44
30.16,7,30
60.98,6,74
260.24,6,34
53.22,5,46
54.8,9,38
34.41,1,42
36.45,3,46
137.06,7,66
74.43,8,52
79.42,3,50
34.48,9,68
56.81,4,28
16.14,7,62
51.51,9,62
50.69,3,48
122.64,6,28
53.24,4,46
56.65,9,44
55.01,7,32
53.25,7,60
127.58,8,26
55.23,4,62
42.49,9,42
34.99,0,24
92.28,7,40
138.02,3,46
30.26,5,38
32.49,5,44
56.74,1,28
35.8,7,38
50.59,7,80
32.23,9,56
17.84,7,54
114.54,5,42
30.27,9,36
30.26,9,44
93.41,7,32
44.09,3,46
36.47,9,40
17.62,9,72
32.49,7,60
54.99,9,48
487.39,9,56
61.17,9,60
66.49,4,30
24.52,6,52
74.99,6,42
24.73,6,56
17.14,4,64
29.99,7,48
47.65,9,42
99.84,6,52
66.89,2,22
51.1,7,62
128.57,8,64
74.08,7,56
30.26,9,62
40.34,4,30
61.98,6,34
50.25,6,26
16.43,6,64
37.16,8,40
78.04,4,32
17.52,6,56
30.95,6,68
33.83,9,42
89.89,9,60
51.73,9,34
38.53,6,28
49.89,7,54
33.24,6,34
88.38,2,30
82.42,9,40
127.77,9,62
21.02,9,42
35.3,4,60
33.24,9,38
102.45,5,42
32.49,9,40
27.49,8,46
83.06,4,78
5,2,62
201.6,9,40
39.99,6,44
21.68,3,42
82.67,4,28
137.36,6,42
85.48,7,66
56.77,5,52
35.55,4,44
38.26,4,40
30.52,6,34
30.1,7,38
139.94,9,40
52.31,9,54
50,9,54
88.08,7,52
221.26,9,56
30.52,5,64
41.49,7,38
89.28,2,52
35.09,7,42
6,5,44
42.45,9,64
94.2,3,30
38.71,3,38
10,7,26
58.09,6,52
73.13,5,32
64.26,7,54
70.22,8,38
17.24,9,38
45.35,6,38
100.07,4,46
19.35,5,52
61.69,4,42
98.13,8,46
101.4,6,58
67.94,9,52
38.24,7,62
30.46,4,54
20.62,6,52
92.68,9,42
55.39,4,46
35.48,6,58
76.08,7,58
44.05,0,40
81.2,6,62
188.45,7,34
78.25,2,54
75.8,3,36
16.31,7,46
50.34,8,30
33.95,1,24
35.49,6,56
33.64,5,40
51.05,9,42
30,6,60
38.83,2,30
30,5,34
30,4,72
117.24,9,32
20.24,3,48
51.24,5,30
50.24,3,60
89.74,9,74
74.6,9,40
5,3,56
51.24,9,46
101.39,6,52
33.27,9,58
36.38,2,42
32.78,9,34
29.99,1,26
101.69,7,54
51.21,0,28
34.08,5,56
51.13,9,40
71.11,6,52
19.04,7,46
60.09,5,48
36.44,4,44
76.66,4,42
38.71,6,64
70.75,5,70
115.14,1,50
32.74,9,70
33.39,7,52
26.23,8,32
53.01,5,36
57.95,9,58
41.94,5,28
30.26,6,48
75.74,7,42
50,9,52
182.87,9,46
48.38,6,26
56.63,1,50
186.08,7,30
35.24,6,36
12.5,3,38
68.58,9,48
75.25,9,58
34.41,4,44
50.24,5,38
35.82,7,42
38.55,1,48
39.59,6,26
37.05,5,40
33.09,9,38
44.87,5,36
35.3,5,54
47.84,6,80
17.26,6,42
65.5,5,34
32.5,6,40
96.95,6,60
35.24,8,38
48.35,7,26
50.24,4,54
112.25,9,26
30.71,6,52
42.28,7,46
28.15,6,38
30,7,50
31.9,4,36
36.66,8,42
47.28,5,38
36.44,4,48
66.13,7,58
24.99,7,46
30.26,6,56
61.48,3,52
49.92,9,48
54.17,6,44
63.72,5,28
99.98,1,48
30.27,6,62
32.74,8,26
71.39,4,34
50.32,7,26
35.6,9,42
17.49,5,36
85,9,30
38.16,8,52
57.48,9,64
42.89,3,24
79.96,7,64
154.29,6,36
42.92,5,32
30.52,9,40
41.59,0,60
167.2,4,38
30.24,6,62
30.63,3,74
22.16,9,44
38.02,5,50
54.38,1,46
25.99,7,40
32.1,7,66
56.03,8,46
275.14,5,64
41.21,7,26
17.4,6,38
5,8,58
63.45,6,56
10.25,6,52
71.63,4,50
30.28,9,32
96.73,7,56
39.99,7,50
86.23,6,36
25.75,3,70
46.77,6,26
32.78,9,62
36.33,6,32
31.65,9,50
7.75,6,36
106.82,5,26
84.69,5,54
31.23,6,48
60.78,6,32
51.7,1,36
25.18,7,46
142.37,9,34
63.59,6,36
64.17,9,52
61.74,5,48
165.38,6,54
32.69,2,52
54.99,9,40
30.96,6,48
163.81,6,32
16.76,6,32
58.93,9,40
78.78,6,46
30,5,34
45.94,5,40
105.6,9,34
91.39,1,26
67.04,7,50
30,5,52
60.63,7,40
14.2,9,42
126.54,6,32
47.42,6,28
55.19,6,56
30.26,6,56
60.82,6,58
57.13,1,26
30,5,56
38.24,1,44
37.34,8,32
39.42,8,60
44.94,6,38
35.39,3,34
65.14,7,32
32.49,9,38
72.51,3,42
30.89,6,56
65.04,7,38
39.95,9,30
18.86,4,32
41.85,9,52
44.11,5,46
15,9,42
56.06,7,44
47.99,7,28
28.18,6,36
14.75,6,38
50.14,4,52
45.39,6,48
50.16,6,36
79.58,3,30
29.99,3,46
29.99,9,52
32.49,7,72
30.27,8,54
30.27,6,56
36.06,6,28
53.94,6,30
16.99,5,48
30.52,5,46
18.56,9,44
53.22,7,34
55.29,9,64
29.73,6,46
16.99,1,28
33.52,3,38
45.95,5,54
40.92,3,38
72.23,9,52
33.08,1,62
57.14,7,50
66.33,9,54
65.01,3,24
13.23,5,60
39.83,9,40
37.8,8,40
57.02,2,42
19.99,7,38
94.5,0,26
96.41,6,34
30.77,7,30
53.93,7,36
50.98,0,36
53.7,5,52
43.6,7,74
131.78,8,54
33.17,5,32
14.75,9,48
50.24,8,48
49.99,1,46
53.77,6,42
86.72,0,56
32.39,1,40
61.91,4,32
50.87,4,58
69.9,6,62
31.34,7,42
60.52,6,26
36.24,6,54
31.25,1,28
75.67,5,44
50.48,9,58
34.94,9,32
44.39,7,38
32.79,8,36
28.5,4,78
87.84,9,46
52.27,9,52
24.99,6,40
40.2,0,20
80.58,8,32
63.12,6,38
33.62,6,44
13.88,9,58
43.46,6,30
25.11,7,44
78.71,9,38
25.04,6,46
49.21,6,50
59.38,9,44
33.95,9,28
84.89,9,44
47.16,6,60
31.49,5,34
42.01,7,50
42.43,8,32
23.46,6,40
30.87,9,50
42.15,8,44
32.49,9,52
36.83,7,30
75.25,4,30
58.82,7,28
148.09,8,46
56.29,6,34
30.02,6,64
32.78,6,44
30.87,6,42
51.02,6,46
77.44,1,28
53.95,6,28
76.47,3,24
30,2,22
28.29,6,42
30,3,66
72.1,6,76
63.59,6,52
184.62,5,60
63.34,7,26
21.17,5,28
100.49,6,42
34.12,8,60
37.4,9,48
37.54,4,44
35.55,8,46
31.12,9,60
59.3,9,42
19.11,6,36
32.78,6,32
50.44,7,48
50.48,5,42
44.29,9,32
33.64,9,42
104.92,5,28
30.57,3,62
17.25,3,78
63.99,3,36
72.53,7,44
64.7,2,44
56.38,7,52
18.27,8,46
42.9,7,58
200.9,1,32
96.73,7,54
10.63,6,54
48.59,5,40
5,6,66
34.74,9,44
89.07,3,40
167.86,9,22
35.8,7,50
134.16,5,54
38.04,4,52
55.33,9,40
50,5,60
70.98,9,40
30.37,6,36
58.46,6,44
42.25,5,64
158.59,6,32
102.05,9,32
32.49,9,38
46.68,9,50
30.27,4,42
102.07,9,56
68.46,1,36
58.15,6,26
39.42,7,50
47.99,9,58
58.06,7,52
36.33,6,42
85.09,6,58
50.66,5,32
33.42,6,58
56.21,9,54
38.56,6,28
50.37,5,30
73.32,7,76
62.36,7,32
85.09,9,52
35.37,6,42
30.5,4,36
56.16,9,42
95.67,0,36
34.99,4,42
49.8,4,32
124.55,3,30
45.45,6,32
76.81,6,42
40.08,5,30
30.71,4,34
50.34,5,24
53.07,0,64
38.54,7,28
30.1,7,60
30.25,7,34
55.05,6,42
80.24,6,52
110.03,3,36
33.31,9,32
35.61,8,34
72.25,6,34
84.67,6,48
91.51,8,36
41.41,5,30
529.12,1,42
215.5,6,54
50.48,4,40
15.57,7,40
43.87,8,28
164.95,2,24
50.58,5,48
51.48,7,46
57.17,7,32
56.01,9,42
22.59,5,36
103.26,4,22
35.78,4,54
34,5,36
53.35,7,36
44.47,6,40
32.49,7,32
32.59,7,66
108.85,6,40
33.93,3,46
32.16,6,30
54.38,9,50
35.74,6,60
71.98,2,32
61.8,6,44
29.99,9,86
35.52,2,54
102.95,7,36
52.56,6,64
58.74,5,68
149.33,6,40
34.43,9,48
56.43,5,36
45,3,32
32.36,3,46
35.58,9,50
23.39,7,48
49.99,7,28
52.85,8,42
34.99,7,34
34.41,4,34
57.27,6,56
44.48,7,52
51.35,4,38
42.94,5,46
46.58,3,74
72.59,5,42
30.47,6,54
44.07,4,36
84.99,9,46
43.07,7,28
15.1,4,40
32.99,5,48
33.41,6,38
33.7,6,38
64.67,6,40
38.59,5,30
58.03,3,34
87.26,7,44
91.75,1,30
50.7,7,50
30.27,6,36
32.31,6,48
82,9,54
87.12,9,34
127.39,9,40
36.78,8,48
31.17,7,60
20.55,7,28
29.99,4,58
32.37,4,44
45.98,3,34
33.29,6,58
31.15,9,46
46.53,6,32
56.65,7,50
64.88,7,30
34.99,7,46
65.5,7,38
50.28,6,30
39.12,9,58
128.19,9,32
5.04,5,48
45.24,7,48
33.05,6,32
32.49,9,54
89.8,7,40
32.23,8,48
17.14,6,56
54.97,2,24
38.6,9,22
36.69,6,58
61.99,4,28
50.43,6,22
14.6,6,50
65.49,6,24
50.64,5,58
31.54,6,46
32.49,3,50
100.98,9,42
91.7,8,40
72.48,7,42
62.48,9,56
20.17,6,46
103.64,6,54
25.71,4,38
17.73,9,62
35.74,1,42
47.49,7,38
35.61,7,34
31.07,5,30
30.26,7,52
35.32,6,42
84.99,7,48
162.55,6,54
41.89,5,34
75.48,8,42
35.3,7,64
35.26,8,46
51.29,1,22
30.24,7,42
32.04,9,50
5,5,54
32.55,4,24
272.91,9,34
75.52,8,48
176.89,7,42
42.22,9,36
31.75,7,42
49.99,9,34
90.09,9,40
53.52,6,20
28.04,4,30
52.2,7,34
39.82,4,30
50.6,6,52
42.23,6,48
155.32,1,42
28.86,4,36
33.62,6,40
68.39,6,40
61.68,7,58
64.28,7,28
80.71,9,50
70.39,4,38
23.04,7,48
16.99,9,26
45.74,6,28
45,9,48
30.87,9,54
35.84,4,36
80.78,7,28
30.04,5,64
30.15,6,46
59.98,3,34
79.27,6,48
41.38,6,44
30.25,7,32
71.53,7,48
36.57,6,30
60.06,6,42
74.99,1,54
75.01,9,40
11.15,8,42
123.3,4,36
10,8,48
128.88,9,38
31.11,6,60
38.66,9,50
38.31,9,50
33.25,3,40
35.44,3,40
89.95,9,32
187.57,4,34
28.49,6,50
200.4,1,36
40.61,6,52
35.3,4,44
35.01,7,60
30.5,9,40
46.41,1,58
40.72,6,52
64.68,3,22
39.13,9,58
57.88,6,38
60.67,2,48
89.05,8,30
63.98,6,30
30.57,5,56
38.4,6,60
61.24,6,28
37.9,9,58
53.73,6,54
24.99,6,48
34.55,9,34
66,5,26
50.48,9,40
49.19,6,36
51.18,6,42
53.44,6,54
5,6,78
46.39,4,74
18.93,6,62
81.05,7,24
82.67,1,26
43.53,6,26
55.54,6,44
92.38,7,42
39.83,1,60
263.42,9,40
18.17,7,72
37.41,6,44
59.99,5,58
62.21,7,56
33.15,6,30
18.98,5,52
87.61,8,26
33.02,7,24
25.18,1,54
62.32,6,44
57.01,3,26
16.99,5,42
106.13,7,50
48.26,6,40
251.4,9,40
78.17,4,42
34.77,8,30
111.35,6,40
56.83,1,64
94.86,9,50
26.61,6,46
38.24,3,64
35.99,6,40
10.09,3,40
72.62,3,40
50.46,7,30
20.61,8,40
32.49,8,48
54.01,5,60
68.99,3,44
75.59,7,38
127.47,6,32
26.41,6,62
16.99,7,40
51.85,7,44
73.6,9,36
27.85,9,38
86,3,58
39.32,4,46
28.5,9,40
51.14,6,30
59.71,9,48
103.95,3,46
20.56,6,48
38.88,2,46
51.27,7,44
93.89,6,40
35.24,4,40
32.17,9,38
35.21,9,42
34.99,8,52
58.62,7,40
35.73,9,50
35.1,7,46
10.65,8,52
35.94,9,52
64.69,7,48
53.25,9,38
53.24,9,52
29.45,3,46
38.74,4,54
50.54,5,28
69.23,6,22
34.95,6,32
180.77,8,46
35.02,7,22
41.52,1,56
21.94,7,30
81.58,9,40
49.73,7,40
66.36,9,42
39.65,9,44
30.74,1,32
86.19,3,46
53.35,5,46
72.49,9,64
13.14,1,32
57.58,8,38
109.89,5,62
96.63,6,28
40.58,9,68
10.2,6,46
25.16,6,34
49.89,9,46
41.75,9,42
24.99,1,78
50.81,5,52
50.44,9,40
20.74,6,44
52.2,9,46
126.1,6,46
30.77,6,36
30.27,9,32
73.36,6,24
30.31,6,40
45.7,8,26
122.2,6,40
39.99,5,42
30.67,7,38
48.23,3,36
30.04,5,64
20.14,6,46
42.96,7,32
96.54,3,24
32.49,6,58
55.81,6,54
39.88,9,58
34.99,9,60
30.09,6,26
56.07,9,46
62.55,6,48
18.52,8,62
12.2,6,36
30.27,9,42
82.83,7,54
33.87,9,42
34.65,7,44
36.72,5,52
31.57,8,76
30,6,40
74.79,6,56
41.37,7,42
41.98,9,54
41.99,6,48
76.42,9,38
33.88,6,32
78.5,9,34
78.86,6,26
89.7,7,54
56.64,8,48
56.55,6,46
58.23,9,36
13.59,8,34
123.2,3,26
45,9,60
51.64,5,64
24.91,6,52
17.93,6,46
40.09,8,36
28.97,4,44
83.71,9,36
134.97,3,28
40.36,6,28
37.2,7,48
38.37,5,34
50.45,9,50
89.8,7,34
50.81,9,38
30.15,6,44
18.41,9,28
55.67,7,30
39.23,9,50
33.24,8,38
94.61,9,36
58.49,4,46
32.39,6,56
45.52,4,24
47.92,7,44
49.62,7,30
85.31,6,46
87,9,40
31.78,9,54
45.48,4,46
33.82,3,26
79.62,9,52
30,8,64
21.75,9,50
111.08,5,50
35.2,4,28
51.44,8,34
114.25,6,38
42.41,7,42
113.44,3,42
68.15,3,34
43.36,7,52
75.51,5,26
53.41,1,32
56.28,7,64
35.72,6,32
14.64,6,36
53.55,4,32
55.14,7,42
47.8,9,50
11.5,8,52
31.46,7,48
40.18,6,48
41.1,6,50
69.11,7,48
70.14,7,48
44.57,6,38
12.74,1,52
30.27,7,70
30.51,4,34
32.85,9,32
40.55,5,32
56,6,38
71.33,9,38
10,5,54
40.58,5,40
17.58,5,60
30.36,8,58
45,5,28
104.14,6,42
32.23,9,48
51.24,5,52
68.25,6,36
35.3,3,34
26.66,0,38
33.24,4,52
208.25,4,32
39.56,7,54
42.11,6,26
19.86,8,70
323.32,3,52
35.8,7,56
30.98,5,40
61.79,9,62
27.21,6,36
53.73,5,30
18.15,9,42
30,6,56
30,9,54
36.01,5,40
30.84,0,34
122.84,6,58
50.77,0,24
40.78,4,28
51.25,5,52
54.21,5,50
26.76,7,36
225.22,1,48
32.49,8,52
88.06,7,30
32.99,6,40
49.99,7,54
41.48,3,52
121.48,5,28
53.98,3,40
30.45,7,56
32.98,3,44
30.5,7,42
29.66,3,36
36.73,6,82
39.9,3,58
68.12,4,50
36.55,7,38
45.86,5,60
51.69,6,30
29.41,7,72
94.07,4,32
48.19,9,30
30.27,2,50
31.08,7,30
34.46,7,34
26.23,6,50
35.92,7,26
32.51,5,24
17.47,7,74
90.89,5,44
16.99,3,80
35.99,6,56
33.91,9,42
17.95,3,60
33.51,6,44
12.98,9,42
16.88,7,54
30.47,4,68
61.98,9,46
35.8,7,26
23.95,6,26
16.99,6,74
14.99,6,48
32.8,9,54
99.77,7,22
35.26,8,60
56.68,6,56
37.65,9,76
79.65,6,24
45.22,7,30
51.29,6,46
116.27,9,56
62.14,6,46
33.85,9,40
103.84,6,34
17.03,9,52
33.03,6,38
106.72,8,50
32.49,5,48
58.17,7,30
44.73,6,38
34.48,9,42
61.16,1,26
62.98,6,54
35.52,7,30
32.31,6,30
24.99,5,36
27.58,9,50
239.74,8,42
103.53,1,66
75.3,6,44
19.99,4,68
21.96,0,32
34.73,6,34
15.01,3,50
52.39,9,36
36.1,7,38
74.11,6,44
51.76,6,58
69.77,5,24
41.73,9,46
30.98,8,54
30,9,66
80.32,7,38
47.8,3,28
41.95,9,52
30.8,5,32
19.8,6,58
59.32,6,40
68.34,6,42
118.47,6,52
30.71,8,66
31.18,4,30
71.11,4,52
32.98,3,36
34.18,4,46
58.05,6,52
30,4,50
17.21,7,52
34.99,7,54
34.99,7,36
59.63,6,44
71.6,5,50
78.9,8,50
47.21,5,26
32.49,8,72
31.14,5,46
42.92,6,42
51.24,6,36
63.2,9,38
35.7,7,66
26.77,7,44
219.18,8,38
50,4,68
79.05,9,38
50,5,52
30.64,6,58
79.09,5,38
44.23,6,42
43.63,5,50
128.63,3,24
79.3,7,60
39.8,9,44
126.85,3,40
29.3,3,40
25.44,6,42
5,7,42
35.97,9,56
10.09,7,56
68.75,9,46
40.56,1,60
24.99,8,46
57.88,6,52
73.1,7,26
122.83,6,44
61.99,9,46
84.99,9,52
21.84,5,58
55.7,9,36
36.66,8,42
30.7,4,66
34.17,8,48
33.77,5,46
25.11,9,52
138.73,6,26
16.99,6,54
50.56,9,30
109.51,4,26
59.99,2,24
48.55,9,34
35.38,3,44
64.99,6,48
52.56,6,60
107.16,9,38
56.57,6,54
70.31,6,38
16.99,7,52
70.38,7,34
35.75,4,26
9.95,8,46
24.99,7,30
30.2,7,46
16.99,6,34
62.64,4,60
44.48,6,48
35.88,3,74
86.99,0,36
35.79,6,30
39.82,4,28
59.18,7,46
32.83,9,44
39.7,7,44
33.24,8,70
56.98,6,50
29.99,5,48
12.81,7,78
35.57,9,52
43.49,5,72
50.49,3,54
70.91,4,58
51.69,7,56
72.08,6,28
54.58,6,46
59.99,9,52
82.99,1,34
20.55,7,38
42.53,9,62
85.88,7,62
37.6,6,62
50.69,7,40
52.7,6,30
31.77,8,46
51.09,4,72
50.53,6,36
14.25,7,60
130.75,6,46
50.44,9,68
30.27,7,48
30.05,4,44
33.96,7,34
45.36,5,32
91.04,3,54
41.12,8,28
35.77,7,42
138.91,6,62
112.31,8,44
26.14,5,50
76.33,6,52
12.19,7,28
10.09,6,52
30,8,48
77.28,9,42
37.99,6,50
11.37,3,60
89.05,6,50
43.8,6,60
18.02,6,56
16.99,5,42
103.89,7,42
31.56,9,50
30.26,5,32
53.81,6,36
93.16,6,50
46.92,6,70
111.24,9,42
10,9,54
29.99,5,72
70.87,6,20
30,1,36
60.75,4,30
65.97,6,42
60.93,3,38
35.45,5,34
33.02,6,58
56.12,6,60
45.64,5,40
30,4,50
72.93,3,26
51.19,4,38
45.69,6,62
50,5,44
72.29,1,44
39.99,7,58
34.17,4,26
43.01,7,52
40.7,8,34
50.25,6,42
40.34,6,26
80.71,5,60
66.05,6,48
92.58,9,62
30.64,7,30
36.95,6,38
62.08,1,34
35.3,9,40
32.99,4,60
189.18,9,50
32.59,9,58
30.27,8,24
59.48,7,34
63.06,5,42
38.31,5,24
154.7,8,28
45.41,3,22
63.94,6,56
39.8,9,32
34.17,7,30
66.29,5,26
10.99,9,36
20.04,9,40
43.88,4,30
96.11,5,54
38.39,6,60
56.79,6,30
118.49,4,40
34.16,6,46
20.24,6,46
137.71,6,40
20,9,34
43.99,4,28
30,9,38
35.43,7,44
119.66,1,26
81.09,1,52
42.93,6,30
29.51,4,46
37.49,6,52
30.52,9,58
42.75,4,44
95.81,6,42
171.52,9,60
101.14,9,40
71.24,8,46
28.19,9,38
34.99,8,50
76.22,6,40
33.42,6,54
26.43,6,44
50.09,7,38
37.61,6,50
82.43,4,34
189.36,9,22
30,6,56
55.86,6,32
34.88,9,56
35.28,4,42
27.76,3,30
42.65,6,42
43.15,2,58
48.38,4,36
34.49,9,34
38.83,9,52
48.19,7,50
65.79,7,34
62.69,4,60
29.63,9,44
30.7,6,74
41.75,7,34
32.29,7,54
88.74,5,46
20.43,6,42
35.18,6,50
39.74,9,48
34.99,7,40
37.55,9,34
82.98,9,42
85.15,9,56
29.99,9,50
96.36,3,30
17.24,3,84
105.17,7,36
226.98,4,46
125.11,5,48
30.98,5,44
65.23,7,28
53.08,6,38
37.13,9,54
35.34,6,44
40.85,6,34
58.14,7,40
26.18,8,26
59.99,5,46
81.6,7,40
30.52,6,52
76.99,8,38
108.73,5,38
51.15,7,26
78.28,6,38
30.1,5,38
52.63,8,48
79.93,8,48
51.13,8,40
76.24,7,52
51.67,3,36
29.99,5,56
30.24,6,54
35.3,4,62
71.19,9,74
51.48,6,32
163.44,7,50
26.07,7,44
150.99,5,44
73.39,5,42
34.99,7,28
47.14,9,40
53.95,6,50
32.49,7,56
32.49,4,30
31.24,6,32
52.43,6,26
35.24,2,44
18.99,7,40
72.35,4,36
34.67,6,42
31.67,8,46
291.31,4,48
35.8,7,32
35.34,7,44
55.05,5,32
31.97,8,36
30.1,4,42
36.45,7,64
59.44,3,26
94.07,3,50
26.51,4,56
27.62,9,68
26.34,1,50
79.29,6,44
132.16,7,34
59.99,7,44
60.53,4,28
117.89,6,30
99.87,9,42
31.42,5,72
32.73,6,72
68.75,4,36
84.28,9,62
82.91,4,64
35.18,5,56
10,6,46
35.55,3,56
16.99,5,76
121.78,3,28
80.55,9,48
24.99,9,60
40.94,5,48
46.56,9,36
10.04,6,40
25.82,7,32
12.24,9,48
11.73,6,58
40.98,7,38
24.99,5,34
35.48,1,34
25.02,9,34
40.12,6,50
77.14,2,36
43.23,3,36
25.65,6,58
80.97,9,46
34.46,9,48
29.99,6,48
146.35,5,30
37.28,8,46
30,7,64
79.12,7,26
201.54,7,40
65.06,7,34
16.23,8,58
36.52,6,28
125.19,3,32
45.78,4,26
19.19,4,54
35.88,9,54
102.23,6,44
34.21,7,40
31.85,8,36
48.38,6,52
495.77,9,38
11.07,6,56
33.23,9,54
32.13,7,32
23.12,8,34
33.05,8,58
39.02,6,54
32.69,6,34
